school_latitude,school_longitude,school_zip,total_price_excluding_opt_donation,total_price_including_opt_donation,students_reached,total_donations,num_donors
40.864902,-73.887947,10458,871.94,1025.81,50,100,1
22.089054,-159.313788,96746,428.25,503.82,20,503.82,4
30.15536499,-95.49662018,77381,204.51,240.6,110,207.42,2
42.086003,-87.790804,60025,277.52,326.49,7,305.32,6
42.249219,-83.22364,48101,226.29,266.22,26,257.4,9
36.856293,-76.264435,23504,848.23,997.92,21,994.95,14
29.66928101,-95.58755493,77099,862.5,1014.71,22,100,4
40.494536,-80.096993,15136,471.22,554.38,25,95,5
42.64440918,-83.29864502,48342,756.72,890.26,183,871.54,36
34.099316,-118.352051,90046,2211.44,2601.69,24,195,5
47.397661,-122.301891,98198,1983.15,2333.12,700,2333.12,1
37.126816,-121.661124,95037,240.34,282.75,25,282.75,2
34.877155,-95.78878,74501,151.44,178.16,25,157.44,2
40.76125346,-73.99530239,10036,696.4,819.29,12,796.35,7
29.709376,-95.596114,77072,2059.98,2423.51,30,0,0
37.363526,-121.912341,95110,2022.7,2379.65,18,360,4
28.815189,-81.549925,32776,241.63,284.27,17,284.27,6
36.997138,-121.576169,95020,360.95,424.65,70,422.89,4
34.256248,-85.866672,35961,512.71,603.19,120,603.19,2
39.952699,-83.796469,45503,332.63,391.33,180,391.33,4
35.472534,-86.093843,37355,431.82,508.02,20,0,0
42.320846,-71.432074,1701,699.83,823.33,24,823.33,10
39.81899261,-86.12162781,46218,409.56,481.84,20,481.84,5
39.038128,-95.749397,66604,655.25,770.88,17,85,5
37.805225,-122.236608,94610,688.18,809.62,25,809.62,16
41.858832,-87.715815,60623,573.62,674.85,15,674.85,1
29.6711887,-95.57013789,77099,2050.61,2412.48,177,2412.48,1
45.469123,-122.819653,97008,683.07,803.61,31,803.61,1
39.254079,-76.645131,21230,421.27,495.61,20,495.61,5
34.66572189,-106.775032,87002,647.31,761.54,13,761.55,7
40.714752,-73.945954,11211,375.08,441.27,20,75,2
45.43041611,-69.10709381,4414,200.36,235.72,350,235.54,7
28.4769001,-80.78859711,32927,699.35,822.76,21,0,0
27.96538,-82.012136,33811,848.82,998.61,18,0,0
37.14813995,-119.644249,94605,559.69,658.46,200,0,0
34.75479126,-92.35066223,72118,396.54,466.52,20,466.52,1
36.650429,-88.324061,42071,250.36,294.54,86,294.54,2
33.904133,-84.535041,30080,1066.64,1254.87,19,0,0
38.367516,-97.656403,67460,435.45,512.29,120,512.29,4
37.801853,-122.40671,94133,2097.58,2467.74,20,2467.74,5
33.646441,-117.655656,92691,225.83,265.68,32,265.68,5
33.952202,-118.35408,90301,1448.76,1704.42,120,200,2
34.099901,-118.333951,90028,992.6,1167.76,20,1092.76,15
30.403909,-88.65542,39553,1160.55,1365.35,30,75,3
28.49308777,-82.47229004,33160,1628.62,1916.02,210,25,1
40.712583,-111.840725,84106,642.97,756.44,30,756.44,8
42.444748,-123.319199,97526,1846.85,2172.76,100,2172.77,2
33.940265,-118.127865,90241,799.63,940.74,120,926.44,12
41.201283,-95.960732,68107,512.65,603.12,19,0,0
28.019892,-81.717789,33880,216.36,254.54,18,254.54,7
42.617716,-71.365046,1824,193.72,227.91,411,227.91,9
40.34262,-74.081471,7701,203.94,239.93,25,239.93,4
47.950626,-117.459919,99006,481.87,566.91,24,25,1
25.89147983,-80.3560486,33018,1033.84,1216.28,600,0,0
30.37071991,-90.07485962,70460,527.1,620.12,20,617.47,2
37.27103,-82.939972,41834,511.07,601.26,125,601.08,3
33.893543,-118.305885,90247,199.27,234.44,20,234.44,3
39.734989,-104.836906,80011,1591.75,1872.65,25,1863.82,8
36.423033,-81.825071,37683,337.42,396.96,19,5,1
37.754929,-122.414894,94110,203.63,239.56,20,239.56,4
40.815417,-73.885571,10474,749.68,881.98,50,100,2
34.091122,-118.319213,90038,372.44,438.16,30,438.16,2
42.272266,-83.368637,48184,538.47,633.49,10,0,0
40.774377,-73.984928,10023,277.5,326.47,32,326.47,3
37.097213,-113.518521,84780,1192.12,1402.49,17,1402.49,1
35.407227,-97.341316,73150,521.77,613.85,18,0,0
29.604813,-90.718089,70364,2194.61,2581.89,22,2581.89,1
29.860264,-95.377882,77076,1268.24,1492.05,40,1492.05,1
27.98263,-82.429512,33610,1690.93,1989.33,18,75,1
40.75814819,-73.94081116,11106,213.25,250.88,150,250.88,1
36.267462,-115.144132,89031,419.45,493.47,20,0,0
42.3167038,-71.08420563,2121,281.67,331.38,153,331.38,8
41.987519,-87.702249,60659,708.4,833.41,20,815.77,4
33.703497,-117.899144,92704,1501.59,1766.58,30,270,4
39.801923,-104.908398,80022,244.94,288.16,70,279.34,2
44.446458,-73.100329,5495,626.58,737.15,57,723.92,12
42.269934,-71.820604,1602,383.18,450.8,125,418.16,8
33.093978,-87.690501,35463,464.11,546.01,19,546.01,7
40.631962,-73.923897,11234,333.46,392.31,18,392.31,2
33.572014,-84.481461,30349,470.92,554.02,22,0,0
37.27103,-82.939972,41834,525.98,618.8,26,20,1
33.862175,-117.945168,92833,1846.25,2172.06,360,100,1
47.047577,-122.919146,98502,1119.62,1317.2,50,1317.2,6
42.286423,-71.126877,2131,486.74,572.64,80,0,0
40.92344,-74.171046,7522,594.8,699.76,100,672.5,4
40.835857,-73.922613,10452,155.99,183.52,33,180.87,6
35.018526,-97.327571,73051,304.07,357.73,20,0,0
41.480752,-81.686097,44113,381.73,449.09,33,449.09,9
37.989899,-84.510438,40517,212.64,250.16,23,0,0
34.02779754,-83.85937557,30011,282.39,332.22,12,133,6
40.67197,-73.98419,11215,2914.89,3429.28,200,3411.33,37
28.047955,-81.957113,33801,371.87,437.49,88,437.49,1
32.29708694,-95.65035023,75756,262.7,309.06,19,262.7,1
40.018514,-75.657819,19341,2019.35,2375.71,400,25,1
33.047074,-96.72224,75023,837.94,985.81,20,985.11,12
40.631687,-74.15731,10303,139.7,164.35,18,163.99,11
33.7013855,-84.54847717,30331,1492.84,1756.28,25,5,1
42.103056,-71.030098,2301,289.42,340.49,400,331.67,4
43.5545,-116.608003,83686,469.34,552.16,30,552.16,1
38.90910721,-77.01215363,20001,674.98,794.09,60,794.09,7
42.729244,-73.690323,14611,1045,1229.41,450,1141.17,3
55.355701,-131.682144,99901,380.95,448.18,52,143,4
41.74435402,-87.93718975,60527,835.86,983.36,22,314.32,5
37.98025513,-122.333168,94806,451.29,530.93,24,0,0
27.958338,-82.450081,33605,375.79,442.11,20,0,0
26.678989,-80.062628,33405,737.4,867.53,12,867.53,9
40.021971,-75.207382,19128,2212.2,2602.59,25,2587.59,39
47.530514,-122.284889,98118,1242.75,1462.06,44,0,0
37.95057535,-122.3419536,94804,1993.21,2344.95,24,0,0
41.761261,-72.690588,6106,140.56,165.36,20,164.83,9
29.77557,-95.604459,77079,1497.64,1761.93,16,1761.93,1
40.584195,-74.355024,8820,807.44,949.93,22,914.64,13
36.184487,-95.908272,74115,248.73,292.62,25,15,2
42.09293,-72.535077,1118,423.82,498.61,100,498.62,5
29.938499,-95.614487,77065,298.95,351.71,40,322.06,3
33.944882,-118.192746,90280,1035.81,1218.6,24,1200.95,8
29.551982,-95.31456,77584,232.9,274,600,35,4
19.790185,-155.094636,96781,1723.34,2027.46,20,25,1
35.25013,-80.944046,28214,229.57,270.08,150,270.08,6
35.224697,-80.625221,28227,699.9,823.41,120,823.06,12
33.777883,-118.374496,90274,429.94,505.81,190,505.81,4
42.394669,-82.94136,48224,469.21,552.01,100,552.01,3
39.293392,-76.588417,21231,359.89,423.4,70,411.05,8
29.959014,-90.165452,70121,1102.62,1297.2,5,32,1
42.67215706,-84.06742506,48836,876.47,1031.14,25,26,2
45.132599,-93.149757,55014,537.5,632.35,25,623.53,7
42.373505,-82.978723,48214,132.52,155.91,80,0,0
38.19574,-85.80586,40216,342.62,403.08,25,403.08,3
38.061465,-102.306155,81041,281.01,330.6,9,320.69,3
43.050827,-87.958549,53208,515.15,606.06,19,0,0
37.282892,-98.029547,67058,301.11,354.25,200,0,0
34.65701164,-78.72357875,28332,302.16,355.48,17,0,0
30.36986241,-86.2055797,32459,521.22,613.2,25,562.84,31
32.93647766,-83.72914886,31210,478.75,563.24,2,550.99,3
38.946205,-76.962883,20712,1427.26,1679.13,25,50,1
40.794017,-111.931611,84116,2004,2357.65,140,2357.65,1
38.960929,-76.99872,20011,921.88,1084.56,60,1084.56,2
47.685721,-122.341993,98103,911.98,1072.92,8,1072.92,1
40.674211,-74.211794,7201,452.65,532.53,30,532.53,2
39.79035568,-86.20885468,46222,439.81,517.42,45,513.01,7
35.89891815,-77.84234619,27803,174.02,204.73,170,189.37,3
35.71784,-88.833794,38305,325.38,382.8,34,10,2
40.857103,-73.899451,10458,141.71,166.72,50,166.72,3
32.909835,-117.139699,92126,1748.86,2057.48,500,2049.54,13
31.189669,-82.319672,31503,153.87,181.02,26,153.87,1
32.30102979,-95.61920173,75756,307.51,361.78,150,361.78,1
41.261242,-72.940308,6516,167.14,196.64,125,189.26,3
39.858958,-75.418028,19014,751.94,884.64,15,511,6
40.773753,-73.985376,10023,1181.23,1389.68,205,1376.45,16
33.572014,-84.481461,30349,1209.31,1422.72,25,0,0
35.93945694,-77.77555847,27801,340.47,400.55,70,396.14,10
40.710754,-73.996806,10038,720.18,847.27,26,847.27,2
37.93456994,-122.3611911,94801,636.63,748.98,20,50,1
31.830957,-102.360077,79761,1631.59,1919.52,9,1919.52,1
41.980741,-71.425898,2864,202.55,238.29,215,238.29,1
40.628803,-73.97953,11204,230.96,271.72,40,271.72,8
34.476163,-93.06991,71913,1645.24,1935.58,250,1913.86,22
26.709193,-80.210123,33411,436,512.94,80,60,2
42.797766,-71.077245,1830,1542.35,1814.53,21,0,0
40.615929,-73.912835,11234,407.95,479.94,26,465.24,2
33.996806,-85.869647,35903,545.34,641.58,20,0,0
33.82125262,-117.9675986,92804,226.96,267.01,40,267.01,1
41.067162,-111.998707,84041,1011.75,1190.29,27,0,0
33.678348,-84.169898,30038,2202.66,2591.36,100,0,0
35.22609003,-93.16200122,72834,573.81,675.07,7,0,0
47.54773331,-122.3525772,98106,2179.77,2564.44,21,2562.67,3
38.785416,-104.750282,80916,420.97,495.26,15,490.85,7
34.031132,-118.206207,90023,336.39,395.75,26,0,0
34.045869,-118.460966,90025,1451,1707.06,34,55,2
47.698208,-122.307739,98115,1657.29,1949.75,22,1949.75,3
47.264624,-122.228457,98092,316.63,372.51,20,125,4
21.384139,-157.750002,96734,676.28,795.62,60,25,1
30.277515,-82.996368,32064,153.36,180.42,105,180.42,4
40.77433795,-73.98475125,10023,143.76,169.13,125,169.13,2
46.521904,-67.865888,4758,579.15,681.35,20,681.35,4
32.848174,-79.978695,29405,322.54,379.46,21,379.46,1
36.185638,-115.210739,89108,202.71,238.48,15,238.48,2
35.76789856,-90.7740097,72404,572.14,673.11,225,0,0
38.595655,-90.592123,63011,388.49,457.05,20,457.05,10
26.051318,-80.269206,33328,375.08,441.27,130,441.27,1
33.431087,-94.072863,75501,375.08,441.27,20,25,1
47.57186696,-122.1579541,98006,300.77,353.85,30,353.85,1
33.684044,-117.983398,92646,2225.06,2617.72,30,0,0
28.047955,-81.957113,33801,853.34,1003.93,23,0,0
40.598484,-111.847603,84093,164.4,193.41,22,25,1
34.189315,-118.453275,91411,1876.55,2207.71,14,260,5
42.254326,-71.818123,1610,331.87,390.44,50,376.32,10
32.609997,-90.017121,39046,280.66,330.19,40,330.18,5
45.530836,-122.867283,97006,2059.88,2423.39,25,75,2
40.06213501,-82.96700791,43229,178.39,209.87,52,209.87,6
32.937502,-80.077342,29420,383.43,451.09,22,451.09,4
30.543839,-88.093681,36605,511.4,601.65,26,601.65,2
38.439557,-77.420164,22554,778.13,915.45,10,896.92,18
38.86935806,-77.63978577,20169,676.82,796.26,25,153,2
33.95657033,-118.3947645,90045,748.28,880.33,60,880.33,10
32.848174,-79.978695,29405,456.3,536.82,40,536.82,1
33.747566,-84.245529,30032,680.38,800.45,15,0,0
42.131135,-72.546078,1109,687.34,808.64,12,808.64,7
32.25856,-110.964493,85705,158.74,186.75,32,186.75,6
29.904113,-90.07377,70058,463.34,545.11,200,545.11,8
43.823487,-84.764072,48617,485.74,571.46,22,60,2
39.03726026,-94.39576305,64057,189.92,223.44,29,223.44,4
37.126816,-121.661124,95037,470.36,553.36,75,535.72,4
41.504126,-95.594307,51559,222.65,261.94,9,250.47,9
40.047981,-75.161018,19138,352.02,414.14,60,414.14,3
34.016602,-118.282928,90007,915.18,1076.68,20,0,0
34.734989,-82.017025,29388,401.24,472.05,80,472.05,1
37.952069,-122.347225,94804,250.15,294.29,180,294.29,3
33.853141,-80.767559,29052,304.23,357.92,170,348.03,6
40.00108525,-75.13526201,19140,807.03,949.45,27,814.53,2
36.608314,-78.915091,24520,617.44,726.4,220,0,0
42.892769,-76.108392,13084,377.8,444.47,20,444.47,5
37.577324,-122.031868,94555,927.97,1091.73,30,0,0
42.152673,-90.591474,52030,140.67,165.49,60,165.5,3
37.300912,-79.996454,24017,428.88,504.56,50,100,1
38.699561,-121.369605,95660,361.94,425.81,28,425.81,1
40.051249,-87.639014,61883,253.29,297.99,20,297.99,6
33.224646,-86.823664,35007,1036.33,1219.21,55,100,2
34.98888,-81.971687,29303,227.45,267.59,22,267.59,4
36.40824,-105.57837,87571,430.85,506.88,40,468.87,2
40.112213,-74.112343,8724,1247.96,1468.19,19,40,6
42.621699,-122.809458,97539,147.88,173.98,50,173.98,2
41.501617,-81.612393,44106,496.88,584.56,40,250,5
39.29248,-76.578852,21224,895.35,1053.35,20,255,6
35.705029,-77.920878,27893,246.41,289.89,7,0,0
42.996891,-87.900871,53207,213.32,250.96,9,250.96,4
37.969014,-121.719923,94561,231.23,272.04,400,271.15,11
33.679622,-117.828406,92614,551.85,649.24,50,50,1
34.035883,-118.186219,90063,283.39,333.4,24,321.04,5
40.678551,-73.966339,11238,537.49,632.34,32,0,0
44.662963,-85.676345,49685,1962.32,2308.61,25,458.91,2
33.960873,-118.266243,90003,157.75,185.59,24,185.59,4
40.675881,-73.869535,11208,535.47,629.96,26,0,0
29.7083168,-95.46586609,77401,1147.05,1349.47,44,1349.47,1
33.803199,-84.070293,30039,348.38,409.86,20,50,1
37.421802,-121.868568,95035,467.29,549.75,31,549.75,10
30.48000604,-90.03765734,70420,1686.86,1984.54,180,1984.54,1
42.375271,-71.033867,2128,454.23,534.39,250,529.98,17
55.310257,-131.568367,99901,206.71,243.19,22,234.36,5
39.007669,-75.472199,19946,1044.96,1229.36,20,10,1
32.32096,-97.408647,76033,351.71,413.78,21,0,0
39.924215,-75.150307,19148,1062.69,1250.22,120,1081.44,5
30.834986,-83.321034,31601,138.6,163.06,14,163.06,1
35.341813,-80.59609,28025,324.62,381.91,820,50,1
34.80181507,-87.6753203,35632,1627.65,1914.88,160,0,0
45.537788,-122.56691,97220,763.66,898.42,18,167,6
32.76845169,-96.64239502,75149,1071.12,1260.14,420,370,9
36.193279,-115.247932,89128,463.14,544.87,31,544.87,1
37.490353,-77.475624,23224,1044.96,1229.36,20,0,0
34.771262,-77.426658,28540,671.75,790.29,24,0,0
31.995104,-102.128914,79703,1811.99,2131.75,5,2131.75,1
40.850054,-73.971644,7024,687.71,809.07,21,754.46,9
35.09537861,-90.03853329,38106,146.72,172.61,85,172.62,4
32.32508602,-93.26787919,71068,360.74,424.4,40,424.4,5
36.089817,-79.885933,27410,810.69,953.75,20,953.75,1
42.73204878,-71.78514674,3063,495.88,583.39,54,583.38,7
43.546853,-116.556025,83686,1642.03,1931.8,175,0,0
40.690308,-112.052185,84128,1922.06,2261.25,50,0,0
29.348823,-98.610796,78242,435.69,512.58,22,512.58,1
30.167562,-97.737327,78744,1533.61,1804.25,600,1571.71,6
40.573419,-74.221309,7008,1748.44,2056.99,31,0,0
40.739731,-111.819463,84108,1970.6,2318.35,19,2318.35,1
33.842659,-117.9677963,92801,486.42,572.26,32,572.26,1
39.218225,-76.873016,21044,1853.06,2180.07,65,3706.87,2
40.64094379,-111.8913257,84118,410.53,482.98,28,106.32,2
34.1946546,-91.99571438,71601,777.19,914.34,20,290.28,6
42.445148,-82.98394,48205,406.43,478.15,20,478.15,6
40.591756,-74.15663,10314,547.93,644.62,60,0,0
30.412759,-88.549471,39563,2107.95,2479.94,100,2479.94,1
40.166901,-111.623323,84663,312.22,367.32,12,363.79,3
31.853673,-102.359658,79761,965.68,1136.09,10,1136.09,1
25.669579,-80.391773,33186,918.61,1080.72,150,32,1
34.37193319,-89.50822033,38655,1044.47,1228.79,125,200,3
37.754852,-122.42616,94114,219.21,257.89,40,250.16,1
42.30798014,-71.06253549,2122,478.27,562.67,450,0,0
33.774454,-81.101966,29053,550.95,648.18,8,0,0
39.7317543,-104.9941406,80204,239.97,282.32,130,277.91,7
40.641032,-73.993402,11219,211.67,249.02,24,249.02,4
28.436352,-82.536371,34609,330.14,388.4,18,364.75,3
29.892794,-95.7187,77433,461.96,543.48,150,0,0
36.983368,-121.987297,95062,396.8,466.82,60,466.82,8
42.018766,-93.447753,50201,246.66,290.19,25,290.19,1
34.19512939,-118.4487457,91405,441.44,519.34,120,519.34,2
35.06318539,-89.85690214,38115,1552.45,1826.41,22,100,1
32.821932,-96.985595,75061,435.99,512.93,25,170,3
40.882183,-111.872262,84010,205.86,242.19,85,242.19,1
34.056708,-118.285002,90005,993.19,1168.46,999,1168.46,4
39.187952,-96.061068,66536,303.99,357.64,270,25,1
32.945204,-96.728501,75081,401.71,472.6,20,461.46,8
25.952883,-80.219238,33169,503.44,592.28,100,8,1
41.917643,-87.716939,60647,2055.9,2418.71,97,86.32,2
32.933556,-117.090321,92131,523.77,616.2,23,50,1
34.267721,-85.140839,30161,451.46,531.13,36,0,0
29.389538,-98.695625,78245,233.98,275.27,42,272.27,35
39.173992,-94.526176,64117,633.88,745.74,17,0,0
43.17843078,-89.43199714,53597,399.43,469.92,47,192.31,5
32.855453,-96.704155,75218,270.97,318.79,95,318.79,2
29.681557,-82.363613,32605,320.73,377.33,20,373.8,6
41.69710159,-87.69635773,60623,1856.8,2184.47,100,0,0
45.530836,-122.867283,97006,9979.65,11740.76,150,0,0
35.418773,-119.020798,93308,194.87,229.26,30,229.26,3
40.02942,-75.138233,19141,597.87,703.38,4,688.73,25
33.773193,-84.120178,30087,2061.37,2425.14,100,0,0
34.422806,-83.851959,30506,1162.76,1367.95,20,1257.42,8
32.027672,-101.895684,79706,2044.82,2405.67,70,2405.67,1
33.64959,-117.928596,92627,416.17,489.61,27,452.89,2
33.641403,-117.879341,92660,1944.14,2287.22,26,8,1
35.05279116,-89.88444239,38115,212.55,250.06,80,250.06,4
33.96193,-118.237599,90001,1174.58,1381.86,25,1381.86,2
47.54773331,-122.3525772,98106,918.57,1080.67,24,1080.67,7
33.825608,-118.110309,90808,657.38,773.39,30,773.39,5
34.52024841,-118.3176193,91390,1024.74,1205.58,23,1194.17,14
40.91779,-74.17289,7505,217.78,256.21,25,256.21,8
40.46772385,-79.91108704,15206,263.39,309.87,58,309.87,1
40.85483932,-73.86941528,10469,730.35,859.24,23,826.74,4
33.87480927,-80.85331726,29445,298.11,350.72,25,0,0
41.843083,-87.773329,60804,617.62,726.61,21,720.44,13
31.983658,-102.126823,79703,837.4,985.18,22,0,0
41.807654,-87.673257,60609,506.86,596.31,23,0,0
40.942655,-73.870005,10701,963.45,1133.47,65,50,2
35.326059,-120.820297,93402,1290.01,1517.66,220,1486.77,11
33.971912,-117.735282,91709,408.88,481.04,27,476.63,10
40.782488,-111.933713,84116,278.76,327.95,30,327.95,1
61.192417,-149.783157,99508,1974.52,2322.96,25,0,0
33.797706,-117.984584,92841,459.93,541.09,999,0,0
34.199389,-97.49241,73438,697.75,820.88,19,151,3
40.900658,-111.883553,84010,555.84,653.93,100,0,0
32.25195,-101.469275,79720,717.55,844.18,100,145,2
41.893797,-71.414919,2865,220.31,259.19,45,0,0
41.836403,-111.834845,84335,482.86,568.07,27,568.07,5
32.14266,-81.528565,31321,265.16,311.95,21,311.96,6
33.753395,-117.768684,92782,1745.06,2053.01,57,25,1
40.723045,-111.977002,84119,1694.54,1993.58,25,1993.58,2
40.785651,-73.942105,10029,180.11,211.89,20,211.89,2
40.642591,-73.908369,11236,2147.37,2526.32,180,60,2
33.62688,-112.383538,85374,549.33,646.27,999,90,3
32.046631,-102.123474,79705,1655.87,1948.08,20,0,0
40.8349,-73.94162,10032,1774.7,2087.88,700,100,1
25.856266,-80.202332,33150,1755.45,2065.24,115,0,0
33.858844,-117.544807,92881,2118.98,2492.92,177,0,0
41.831947,-111.820189,84335,329.41,387.54,15,8,1
41.89789,-87.746458,60651,502.14,590.75,10,590.75,10
42.383358,-83.210808,48227,509.34,599.22,12,599.22,3
61.202353,-149.803862,99508,1677.84,1973.93,30,0,0
41.794086,-87.670071,60609,266.48,313.51,25,309.1,8
34.97755,-81.012395,29732,213.39,251.05,23,33,1
35.365116,-119.117844,93312,380.57,447.73,75,18,2
39.49923706,-79.72792053,26537,690.91,812.84,130,812.84,2
40.832143,-73.917686,10456,223.84,263.34,545,263.34,2
26.765802,-81.438617,33935,760.37,894.55,16,0,0
32.736604,-96.894746,75211,567.09,667.16,16,667.16,1
30.371174,-91.117032,70810,299.01,351.78,14,351.78,2
40.63711,-74.023786,11220,443.64,521.93,100,499.87,6
26.166918,-80.282982,33351,347.46,408.78,22,404.01,29
35.41481,-97.573235,73119,161.48,189.98,23,189.98,2
37.369408,-121.836372,95127,239.24,281.46,22,239.24,1
33.451457,-112.203699,85043,183.16,215.48,30,215.48,6
44.899835,-94.3556,55350,1214.5,1428.82,30,322.8,3
38.00670624,-121.8980026,94565,983.54,1157.11,30,50,1
37.369408,-121.836372,95127,169.8,199.76,22,169.8,1
25.78975868,-80.18906403,33132,1856.94,2184.64,18,2186.99,24
33.825409,-118.295853,90502,2157.77,2538.55,25,0,0
41.807654,-87.673257,60609,429.86,505.72,900,504.09,6
39.782356,-86.288689,46214,136.58,160.68,150,160.68,3
32.723866,-96.843391,75224,431.94,508.16,20,485.84,3
32.545094,-97.332217,76028,313.37,368.67,6,366.02,9
30.328223,-97.719422,78752,273.83,322.15,7,306.02,8
40.668428,-111.487591,84060,149.02,175.32,60,175.32,5
32.809566,-117.250832,92109,1522.67,1791.38,30,50,1
36.94344479,-76.27796122,23505,277.66,326.66,46,0,0
40.795068,-73.938817,10029,458.32,539.2,19,535.67,3
34.810907,-78.976209,28384,431.1,507.18,83,496.34,9
33.890014,-84.006295,30078,332.41,391.07,23,175,3
42.167274,-88.281216,60102,861.1,1013.06,20,978.1,20
39.9780605,-75.21419004,19131,902.88,1062.21,20,1062.21,5
38.933617,-76.977951,20018,1253.56,1474.78,30,1474.78,3
38.80234368,-94.38831188,64083,1448.85,1704.53,127,1704.53,13
36.137168,-115.197793,89102,2935.84,3453.93,80,2935.84,1
25.89923188,-80.15527301,33181,718.05,844.76,36,821.4,9
43.650808,-70.267217,4102,476.09,560.11,21,554.81,3
38.9240303,-76.99595642,20017,567.49,667.64,18,667.64,6
45.56327261,-94.31586474,56374,419.62,493.67,16,419.62,1
36.422083,-77.599947,27890,385.26,453.25,30,385.26,1
37.99826505,-78.49963051,22902,727.27,855.61,17,466.32,4
42.752983,-71.463559,3060,2059.9,2423.41,85,31.32,2
33.842659,-117.9677963,92801,503.1,591.88,32,583.28,83
32.80149713,-117.1270365,92123,360.29,423.87,100,423.87,6
32.73873,-89.546999,39051,251.34,295.69,155,293.22,3
37.840515,-122.232798,94618,804.53,946.51,15,946.51,8
37.751607,-122.456614,94131,509.66,599.6,650,599.6,8
38.9240303,-76.99595642,20017,389.05,457.71,21,457.71,1
28.129854,-80.654878,32935,750.92,883.44,12,878.14,13
43.850197,-92.479446,55976,614.62,723.08,21,152,1
44.94902,-93.158859,55104,164.71,193.78,60,193.78,1
61.192417,-149.783157,99508,1634.98,1923.51,100,1663.75,18
32.608877,-97.135212,76063,248.53,292.39,44,281.8,5
32.343606,-86.261049,36111,373.09,438.93,170,429.22,10
34.125236,-117.46429,92336,454.45,534.65,30,0,0
33.82555222,-88.56685806,39730,756.93,890.51,102,890.51,7
40.75481415,-73.82636261,11355,311.98,367.04,20,363.51,9
43.644248,-116.383966,83646,855.56,1006.54,460,25,1
36.113415,-82.876343,37743,943.47,1109.96,41,0,0
25.734542,-80.263365,33146,988.42,1162.85,150,1988.42,1
40.678551,-73.966339,11238,231.98,272.92,23,55,3
34.737651,-87.697763,35674,444.29,522.69,375,522.69,1
35.57968482,-82.94128887,28779,833.23,980.27,92,8,1
41.958266,-87.733907,60641,1546.41,1819.31,120,1814.89,18
35.16121,-89.735313,38016,384.24,452.05,19,161,4
35.686532,-81.998827,28752,148.28,174.45,7,174.44,4
34.9817,-82.058539,29303,151.7,178.47,21,178.47,2
33.169607,-117.303052,92010,1584.43,1864.04,21,5,1
48.990978,-122.740501,98230,2014.43,2369.92,22,2369.92,6
39.796837,-89.621838,62703,203.14,238.99,75,238.98,5
33.718701,-84.393244,30315,1926.99,2267.05,20,0,0
33.717864,-117.758854,92620,382.27,449.73,30,449.73,1
29.861155,-95.72944589,77449,1842.66,2167.84,900,0,0
43.306593,-96.581937,57013,238.63,280.74,22,271.92,6
29.9264802,-90.04285164,70053,943.47,1109.96,20,0,0
39.538692,-104.880508,80124,454.77,535.02,19,45,2
26.272724,-80.292164,33065,439.25,516.76,95,516.76,2
30.44052413,-90.3972668,70454,285.53,335.92,65,20,1
43.039616,-83.644341,48506,840.98,989.39,450,70,5
36.017292,-95.791423,74011,150.42,176.96,120,175.86,6
43.71479,-96.503948,57030,194.73,229.09,29,229,8
44.953151,-93.259895,55407,415.7,489.06,30,489.06,2
34.142462,-84.17669,30041,162.81,191.54,150,191.54,4
47.951012,-122.202446,98203,655.89,771.64,78,771.64,4
36.237429,-115.189573,89032,686.08,807.15,25,110,2
29.737392,-95.388405,77006,1921.31,2260.36,135,2242.72,4
32.75601223,-117.0397145,91942,428.34,503.93,120,479.31,4
34.237267,-77.932755,28401,869.4,1022.82,60,1022.82,5
36.048874,-114.971839,89015,1085.37,1276.91,29,16,1
40.849148,-73.915939,10453,435.98,512.92,60,485.57,6
40.694142,-73.790873,11433,798.1,938.94,30,50,1
39.8432045,-75.40096283,19013,331.46,389.95,3,389.95,4
35.09793,-106.547097,87112,261.3,307.41,16,307.41,6
35.23473636,-78.53981934,28334,483.3,568.59,420,563.82,3
39.969761,-85.942471,46037,704.52,828.85,32,828.85,17
38.172751,-85.78185,40215,479.11,563.66,86,563.65,6
42.314847,-83.089352,48209,254.69,299.64,60,299.64,1
41.74416,-87.542825,60617,419.64,493.69,30,0,0
37.684967,-121.742363,94550,786.8,925.65,25,472.6,2
26.051318,-80.269206,33328,363.94,428.16,400,25,1
33.83584544,-118.0457783,90630,502.56,591.25,500,591.25,1
40.81608787,-73.92651781,10451,347.86,409.25,150,363.76,1
36.176514,-115.122437,89101,1837.31,2161.54,999,1904.43,5
32.834236,-96.659023,75150,393.85,463.35,22,463.35,5
36.301,-78.385563,27537,210.56,247.72,75,229.14,2
42.691716,-71.146212,1843,282.32,332.14,25,330.38,4
42.152673,-90.591474,52030,341.24,401.46,60,235,2
47.353234,-122.113794,98042,402.55,473.59,27,473.59,2
36.048874,-114.971839,89015,147.82,173.91,40,173.9,2
37.462101,-122.157265,94025,471.96,555.25,33,555.25,7
33.773256,-118.183848,90802,161.67,190.2,35,190.19,2
32.834236,-96.659023,75150,291.52,342.96,17,342.96,4
38.914255,-123.698497,95468,1777.15,2090.76,70,2090.76,1
40.761232,-73.99525076,10036,149.31,175.66,100,175.65,2
40.34262,-74.081471,7701,693.76,816.19,23,816.19,2
37.662709,-121.792366,94550,176.59,207.75,60,207.75,1
29.868804,-95.262687,77078,2013.46,2368.78,180,238,3
